"Query_sequence","Most_common_class.level.assignment","Class.level_assignment","Most_common_order.level.assignment","Order.level_assignment","Most_common_family.level.assignment","Family.level_assignment","Taxon_assignment","Likelihood_weight","otu","Extraction_ID","Tree_ID","site_ID"
"EUSF0862_ITS1F_D08_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla","1","OTU150","EUSF00862","S3T5","S3"
"EUSF0863_ITS1F_E08_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00863","S3T5","S3"
"EUSF0864_ITS1F_F08_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00864","S3T5","S3"
"EUSF0865_ITS1F_G08_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00865","S3T5","S3"
"EUSF0866_ITS1F_H08_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Cercospora_beticola","0.550287, 0.334177, 0.115536","OTU6","EUSF00866","S3T5","S3"
"EUSF0867_ITS1F_A09_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00867","S3T5","S3"
"EUSF0868_ITS1F_B09_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU14","EUSF00868","S3T5","S3"
"EUSF0869_ITS1F_C09_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00869","S3T5","S3"
"EUSF0870_ITS1F_D09_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00870","S3T5","S3"
"EUSF0871_ITS1F_E09_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999877","OTU89","EUSF00871","S3T5","S3"
"EUSF0872_ITS1F_F09_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00872","S3T5","S3"
"EUSF0874_ITS1F_H09_cleaned.ab1","Leotiomycetes","Leotiomycetes","Helotiales","Helotiales","unclassified","unclassified","Cyclaneusma_minus","0.996541","OTU33","EUSF00874","S3T5","S3"
"EUSF0875_ITS1F_A10_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU238","EUSF00875","S3T5","S3"
"EUSF0876_ITS1F_B10_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Cercospora_beticola","0.550287, 0.334177, 0.115536","OTU6","EUSF00876","S3T5","S3"
"EUSF0877_ITS1F_C10_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00877","S3T5","S3"
"EUSF0878_ITS1F_D10_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00878","S3T5","S3"
"EUSF0879_ITS1F_E10_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU110","EUSF00879","S3T5","S3"
"EUSF0880_ITS1F_F10_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Sarcosomataceae","Sarcosomataceae","Galiella_rufa","0.863019, 0.069915, 0.067066","OTU174","EUSF00880","S3T5","S3"
"EUSF0881_ITS1F_G10_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF00881","S3T5","S3"
"EUSF0882_ITS1F_H10_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00882","S3T5","S3"
"EUSF0883_ITS1F_A11_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU182","EUSF00883","S3T5","S3"
"EUSF0885_ITS1F_C11_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00885","S3T5","S3"
"EUSF0886_ITS1F_D11_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF00886","S3T5","S3"
"EUSF0887_ITS1F_E11_cleaned.ab1","Eurotiomycetes","Eurotiomycetes","Eurotiales","Eurotiales","Aspergillaceae","Aspergillaceae","Penicillium_viridicatum,Penicillium_freii","0.895740, 0.069317","OTU44","EUSF00887","S3T5","S3"
"EUSF0888_ITS1F_F11_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00888","S3T5","S3"
"EUSF0889_ITS1F_G11_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00889","S3T5","S3"
"EUSF0890_ITS1F_H11_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999901","OTU265","EUSF00890","S3T5","S3"
"EUSF0891_ITS1F_A12_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999901","OTU258","EUSF00891","S3T5","S3"
"EUSF0892_ITS1F_B12_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00892","S3T5","S3"
"EUSF0893_ITS1F_C12_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_ligniaria","0.998077","OTU204","EUSF00893","S3T1","S3"
"EUSF0894_ITS1F_D12_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_ligniaria","0.998077","OTU204","EUSF00894","S3T1","S3"
"EUSF0895_ITS1F_E12_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00895","S3T1","S3"
"EUSF0896_ITS1F_F12_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Didymellaceae","Didymellaceae","Phoma_herbarum,Ascochyta_rabiei,Ascochyta_pisi","0.999983","OTU173","EUSF00896","S4T1","S4"
"EUSF0897_ITS1F_G12_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU92","EUSF00897","S4T1","S4"
"EUSF0898_ITS1F_B01_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pezizaceae","Pezizaceae","Peziza_praetervisa,Peziza_lobulata","0.471858, 0.395493, 0.132649","OTU25","EUSF00898","S4T1","S4"
"EUSF0899_ITS1F_D01_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pyronemataceae","Pyronemataceae","Tricharina_praecox","1","OTU171","EUSF00899","S4T1","S4"
"EUSF0900_ITS1F_C01_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU39","EUSF00900","S4T1","S4"
"EUSF0901_ITS1F_E01_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU39","EUSF00901","S4T1","S4"
"EUSF0902_ITS1F_F01_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU35","EUSF00902","S4T1","S4"
"EUSF0903_ITS1F_G01_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_tetraspora,Coniochaeta_discoidea,Coniochaeta_decumbens","0.438705, 0.288408, 0.249546","OTU101","EUSF00903","S4T1","S4"
"EUSF0904_ITS1F_H01_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU182","EUSF00904","S4T1","S4"
"EUSF0905_ITS1F_A02_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU39","EUSF00905","S4T1","S4"
"EUSF0906_ITS1F_B02_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU39","EUSF00906","S4T1","S4"
"EUSF0907_ITS1F_C02_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU97","EUSF00907","S4T1","S4"
"EUSF0908_ITS1F_D02_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pyronemataceae","Pyronemataceae","Tricharina_praecox","1","OTU171","EUSF00908","S4T1","S4"
"EUSF0909_ITS1F_E02_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385","OTU31","EUSF00909","S4T1","S4"
"EUSF0910_ITS1F_F02_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_ligniaria","0.998077","OTU204","EUSF00910","S4T1","S4"
"EUSF0911_ITS1F_G02_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU202","EUSF00911","S4T1","S4"
"EUSF0913_ITS1F_A03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_ligniaria,Coniochaeta_hoffmannii","0.485769, 0.176945, 0.101919, 0.092712, 0.062888, 0.036847","OTU121","EUSF00913","S4T1","S4"
"EUSF0915_ITS1F_C03_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae,Davidiellaceae","Cladosporium_cladosporioides,Cladosporium_allicinum,Cladosporium_sphaerospermum,Davidiellaceae_sp_AN1","0.999623","OTU140","EUSF00915","S4T1","S4"
"EUSF0916_ITS1F_D03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU50","EUSF00916","S4T1","S4"
"EUSF0917_ITS1F_E03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU182","EUSF00917","S4T1","S4"
"EUSF0918_ITS1F_F03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385","OTU31","EUSF00918","S4T1","S4"
"EUSF0919_ITS1F_G03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_ligniaria,Coniochaeta_hoffmannii","0.938717, 0.033889","OTU75","EUSF00919","S4T1","S4"
"EUSF0920_ITS1F_H03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU35","EUSF00920","S4T1","S4"
"EUSF0921_ITS1F_A04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385","OTU31","EUSF00921","S4T1","S4"
"EUSF0923_ITS1F_C04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU39","EUSF00923","S4T1","S4"
"EUSF0924_ITS1F_A01_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU238","EUSF00924","S4T1","S4"
"EUSF0925_ITS1F_E04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385","OTU31","EUSF00925","S4T1","S4"
"EUSF0928_ITS1F_H04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU180","EUSF00928","S4T1","S4"
"EUSF0929_ITS1F_A05_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU71","EUSF00929","S4T1","S4"
"EUSF0931_ITS1F_C05_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pyronemataceae","Pyronemataceae","Tricharina_praecox","1","OTU171","EUSF00931","S4T1","S4"
"EUSF0932_ITS1F_D05_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232","OTU208","EUSF00932","S4T1","S4"
"EUSF0933_ITS1F_E05_cleaned.ab1","Leotiomycetes","Leotiomycetes","Helotiales","Helotiales","unclassified","unclassified","Cyclaneusma_minus","0.996541","OTU33","EUSF00933","S3T3","S3"
"EUSF0934_ITS1F_F05_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU36","EUSF00934","S3T3","S3"
"EUSF0935_ITS1F_G05_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pyronemataceae","Pyronemataceae","Tricharina_praecox","1","OTU211","EUSF00935","S3T3","S3"
"EUSF0936_ITS1F_H05_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385","OTU31","EUSF00936","S3T3","S3"
"EUSF0937_ITS1F_A06_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Didymellaceae","Didymellaceae","Ascochyta_rabiei","0.759056, 0.146718, 0.062632","OTU134","EUSF00937","S3T3","S3"
"EUSF0938_ITS1F_B06_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU233","EUSF00938","S3T3","S3"
"EUSF0939_ITS1F_C06_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232","OTU208","EUSF00939","S3T3","S3"
"EUSF0940_ITS1F_D06_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU182","EUSF00940","S3T3","S3"
"EUSF0941_ITS1F_E06_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU238","EUSF00941","S3T3","S3"
"EUSF0942_ITS1F_F06_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.982573","OTU59","EUSF00942","S3T3","S3"
"EUSF0943_ITS1F_G06_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385","OTU31","EUSF00943","S3T3","S3"
"EUSF0944_ITS1F_H06_cleaned.ab1","Dothideomycetes","Dothideomycetes","unclassified","unclassified","Kirschsteiniotheliaceae","Kirschsteiniotheliaceae","Kirschsteiniothelia_aethiops,Kirschsteiniothelia_aethiops_1","1","OTU24","EUSF00944","S3T3","S3"
"EUSF0945_ITS1F_A07_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF00945","S3T3","S3"
"EUSF0946_ITS1F_B07_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385","OTU31","EUSF00946","S3T3","S3"
"EUSF0947_ITS1F_C07_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU158","EUSF00947","S3T3","S3"
"EUSF0948_ITS1F_D07_cleaned.ab1","Leotiomycetes","Leotiomycetes","Helotiales","Helotiales","unclassified","unclassified","Cyclaneusma_minus","0.996541","OTU33","EUSF00948","S3T3","S3"
"EUSF0949_ITS1F_E07_mixed_cleaned.ab1","Leotiomycetes","Leotiomycetes","Helotiales","Helotiales","unclassified","unclassified","Cyclaneusma_minus","0.999274","OTU254","EUSF00949","S3T3","S3"
"EUSF0950_ITS1F_F07_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.982573","OTU59","EUSF00950","S3T3","S3"
"EUSF0951_ITS1F_G07_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU158","EUSF00951","S3T3","S3"
"EUSF0952_ITS1F_H07_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF00952","S3T3","S3"
"EUSF0953_ITS1F_A08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU14","EUSF00953","S3T3","S3"
"EUSF0954_ITS1F_B08_cleaned.ab1","Leotiomycetes","Leotiomycetes","Helotiales","Helotiales","Dermateaceae","Dermateaceae","Pezicula_carpinea","0.990402","OTU21","EUSF00954","S3T3","S3"
"EUSF0955_ITS1F_C08_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.982573","OTU59","EUSF00955","S3T3","S3"
"EUSF0956_ITS1F_D08_cleaned.ab1","Leotiomycetes","Leotiomycetes","Helotiales","Helotiales","Dermateaceae","Dermateaceae","Pezicula_carpinea","0.989832","OTU79","EUSF00956","S3T3","S3"
"EUSF0957_ITS1F_B01_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU14","EUSF00957","S3T3","S3"
"EUSF0958_ITS1F_F08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU39","EUSF00958","S3T3","S3"
"EUSF0959_ITS1F_G08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.590196, 0.203053, 0.201282","OTU200","EUSF00959","S3T3","S3"
"EUSF0960_ITS1F_H08_cleaned.ab1","Leotiomycetes","Leotiomycetes","Helotiales","Helotiales","unclassified","unclassified","Cyclaneusma_minus","0.996541","OTU33","EUSF00960","S3T3","S3"
"EUSF0961_ITS1F_A09_cleaned.ab1","Leotiomycetes","Leotiomycetes","Helotiales","Helotiales","Dermateaceae","Dermateaceae","Pezicula_carpinea","0.989832","OTU79","EUSF00961","S3T3","S3"
"EUSF0962_ITS1F_B09_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385","OTU31","EUSF00962","S3T3","S3"
"EUSF0963_ITS1F_C09_cleaned.ab1","Leotiomycetes","Leotiomycetes","Helotiales","Helotiales","unclassified","unclassified","Cyclaneusma_minus","0.996541","OTU33","EUSF00963","S3T3","S3"
"EUSF0964_ITS1F_D09_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU158","EUSF00964","S3T3","S3"
"EUSF0965_ITS1F_E09_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385","OTU31","EUSF00965","S4T1","S4"
"EUSF0966_ITS1F_F09_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_ligniaria,Coniochaeta_hoffmannii","0.95137","OTU2","EUSF00966","S4T1","S4"
"EUSF0967_ITS1F_G09_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Apiosporaceae","Apiosporaceae","Arthrinium_puccinioides","0.587324, 0.294261, 0.057883, 0.011980","OTU114","EUSF00967","S4T1","S4"
"EUSF0968_ITS1F_H09_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF00968","S4T1","S4"
"EUSF0969_ITS1F_A10_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF00969","S4T1","S4"
