ID_Culture,IDf_Plant_tissue_sample,IDf_Culture_subcultured_from,IDf_Storage_location,IDf_Personnel,From_Label_ID,Label_ID,Genus,Species,Strain,Media_type,Plate_size,Location_plated,Sterilization_method_used,Date_cultured,Notes,z_RecordCreationTimestamp,z_RecordModificationTimestamp,z_RecordCreationAccount,z_RecordModificationAccount
,,,,EmmaG,FV0242,ZUSF00039,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-17,,,,,
,,,,EmmaG,FV0323,ZUSF00040,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0324,ZUSF00041,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0331,ZUSF00042,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,White fungus,,,,
,,,,EmmaG,FV0331,ZUSF00043,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,brown fungus,,,,
,,,,EmmaG,FV0399,ZUSF00044,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0417,ZUSF00045,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0108,ZUSF00046,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0112,ZUSF00047,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0113,ZUSF00048,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,colony near scratches,,,,
,,,,EmmaG,FV0113,ZUSF00049,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,colony with more white,,,,
,,,,EmmaG,FV0115,ZUSF00050,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0098,ZUSF00051,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0099,ZUSF00052,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0102,ZUSF00053,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0104,ZUSF00054,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0144,ZUSF00055,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0045,ZUSF00056,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0051,ZUSF00057,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0053,ZUSF00058,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0511,ZUSF00059,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0500,ZUSF00060,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
