Personnel,Label_ID,Plant_sample_ID,Culture_Label_ID,Culture_colony_ID,Date,Protocol_used,Notes
EmmaG,EUSF0364,,ZUSF00349,,2017-07-26,Tissue Extract-N-Amp,
EmmaG,EUSF0365,,ZUSF00491,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0366,,ZUSF00231,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0367,,ZUSF00440,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0368,,ZUSF00535,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0369,,ZUSF00339,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0370,,ZUSF00286,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0371,,ZUSF00555,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0372,,ZUSF00432,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0373,,ZUSF00500,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0374,,ZUSF00646,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0375,,ZUSF00399,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0376,,ZUSF00246,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0377,,ZUSF00223,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0378,,ZUSF00478,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0379,,ZUSF00496,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0380,,ZUSF00615,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0381,,ZUSF00519,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0382,,ZUSF00214,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0383,,ZUSF00483,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0384,,ZUSF00212,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0385,,ZUSF00647,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0386,,ZUSF00437,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0387,,ZUSF00546,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0388,,ZUSF00252,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0389,,ZUSF00196,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0390,,ZUSF00512,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0391,,ZUSF00447,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0392,,ZUSF00257,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0393,,ZUSF00585,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0394,,ZUSF00525,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0395,,ZUSF00536,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0396,,ZUSF00320,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0397,,ZUSF00205,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0398,,ZUSF00539,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0399,,ZUSF00469,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0400,,ZUSF00515,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0401,,ZUSF00365,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0402,,ZUSF00411,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0403,,ZUSF00621,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0404,,ZUSF00624,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0405,,ZUSF00444,,2017-07-27,Tissue Extract-N-Amp,
EmmaG,EUSF0406,,ZUSF00681,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0407,,ZUSF00281,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0408,,ZUSF00322,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0409,,ZUSF00463,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0410,,ZUSF00526,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0411,,ZUSF00619,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0412,,ZUSF00505,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0413,,ZUSF00305,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0414,,ZUSF00473,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0415,,ZUSF00181,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0416,,ZUSF00487,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0417,,ZUSF00511,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0418,,ZUSF00642,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0419,,ZUSF00208,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0420,,ZUSF00394,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0421,,ZUSF00184,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0422,,ZUSF00448,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0423,,ZUSF00528,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0424,,ZUSF00421,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0425,,ZUSF00445,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0426,,ZUSF00221,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0427,,ZUSF00595,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0428,,ZUSF00226,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0429,,ZUSF00401,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0430,,ZUSF00589,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0431,,ZUSF00190,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0432,,ZUSF00553,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0433,,ZUSF00203,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0434,,ZUSF00381,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0435,,ZUSF00389,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0436,,ZUSF00392,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0437,,ZUSF00430,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0438,,ZUSF00318,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0439,,ZUSF00599,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0440,,ZUSF00608,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0441,,ZUSF00420,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0442,,ZUSF00405,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0443,,ZUSF00400,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0444,,ZUSF00459,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0445,,ZUSF00472,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0446,,ZUSF00623,,2017-07-28,Tissue Extract-N-Amp,
EmmaG,EUSF0447,,ZUSF00327,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0448,,ZUSF00569,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0449,,ZUSF00708,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0450,,ZUSF00709,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0451,,ZUSF00706,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0452,,ZUSF00707,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0453,,ZUSF00507,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0454,,ZUSF00233,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0455,,ZUSF00377,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0456,,ZUSF00449,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0457,,ZUSF00344,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0458,,ZUSF00565,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0459,,ZUSF00408,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0460,,ZUSF00434,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0461,,ZUSF00439,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0462,,ZUSF00202,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0463,,ZUSF00384,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0464,,ZUSF00285,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0465,,ZUSF00417,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0466,,ZUSF00222,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0467,,ZUSF00477,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0468,,ZUSF00301,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0469,,ZUSF00262,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0470,,ZUSF00290,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0471,,ZUSF00369,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0472,,ZUSF00443,,2017-07-31,Tissue Extract-N-Amp,
EmmaG,EUSF0473,,ZUSF00262,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0474,,ZUSF00255,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0475,,ZUSF00238,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0476,,ZUSF00217,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0477,,ZUSF00303,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0478,,ZUSF00375,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0479,,ZUSF00598,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0480,,ZUSF00236,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0481,,ZUSF00379,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0482,,ZUSF00398,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0483,,ZUSF00425,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0484,,ZUSF00284,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0485,,ZUSF00332,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0486,,ZUSF00458,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0487,,ZUSF00457,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0488,,ZUSF00470,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0489,,ZUSF00628,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0490,,ZUSF00632,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0491,,ZUSF00225,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0492,,ZUSF00219,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0493,,ZUSF00435,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0494,,ZUSF00177,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0495,,ZUSF00499,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0496,,ZUSF00611,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0497,,ZUSF00288,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0498,,ZUSF00558,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0499,,ZUSF00166,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0500,,ZUSF00446,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0501,,ZUSF00527,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0502,,ZUSF00570,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0503,,ZUSF00556,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0504,,ZUSF00361,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0505,,ZUSF00207,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0506,,ZUSF00485,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0507,,ZUSF00198,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0508,,ZUSF00395,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0509,,ZUSF00489,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0510,,ZUSF00282,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0511,,ZUSF00161,,2017-08-02,Tissue Extract-N-Amp,
EmmaG,EUSF0512,,ZUSF00175,,2017-08-02,Tissue Extract-N-Amp,
