strain_name,Phylum,Order,GenusSpecies,AFTOL-ID,Strain_voucher,x18S,x28S,RPB1,RPB2,EF1A,nucITS,PreviousName
EUSF00528,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01878,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01870,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01867,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01858,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01524,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01229,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01219,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01213,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01074,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01060,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01057,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01049,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01043,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01042,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01028,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01018,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01015,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01014,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01001,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01000,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00998,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00896,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00887,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00669,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00631,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00628,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00624,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00619,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00607,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00606,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00522,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01964,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01962,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01951,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01872,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01857,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01708,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01707,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01534,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01294,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01254,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01210,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01157,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01087,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01065,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01062,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01056,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01046,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01008,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00994,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00993,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00992,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00987,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00791,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00782,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00767,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00766,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00750,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00695,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF00615,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01965,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01868,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01686,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01626,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01621,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01548,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01545,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01540,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01539,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01136,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01133,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01111,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01110,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01073,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
EUSF01059,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query,unknown_query
