"Query_sequence","Most_common_class.level.assignment","Class.level_assignment","Most_common_order.level.assignment","Order.level_assignment","Most_common_family.level.assignment","Family.level_assignment","Taxon_assignment","Likelihood_weight","otu","Extraction_ID","Tree_ID","site_ID"
"EUSF1271_ITS1F_D12_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF1271","S6T2","S6"
"EUSF1272_ITS1F_E12_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF1272","S6T2","S6"
"EUSF1273_ITS1F_F12_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Pleosporaceae","Pleosporaceae","Pleospora_herbarum","0.990633","OTU38","EUSF1273","S6T2","S6"
"EUSF1274_ITS1F_G12_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF1274","S6T2","S6"
"EUSF1276_ITS1F_B01_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.982573","OTU59","EUSF1276","S6T2","S6"
"EUSF1280_ITS1F_F01_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF1280","S6T2","S6"
"EUSF1283_ITS1F_A02_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF1283","S6T2","S6"
"EUSF1286_ITS1F_D02_mixed_cleaned.ab1","Sordariomycetes","Sordariomycetes","Hypocreales","Hypocreales","unclassified","unclassified","Sarocladium_strictum","1","OTU7","EUSF1286","S6T2","S6"
"EUSF1294_ITS1F_D03_mixed_cleaned.ab1","Sordariomycetes","Sordariomycetes","Hypocreales","Hypocreales","unclassified","unclassified","Sarocladium_strictum","1","OTU7","EUSF1294","S6T2","S6"
"EUSF1295_ITS1F_E03_mixed_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pyronemataceae","Pyronemataceae","Tricharina_praecox","0.574768, 0.407403","OTU53","EUSF1295","S6T3","S6"
"EUSF1296_ITS1F_F03_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF1296","S6T3","S6"
"EUSF1298_ITS1F_H03_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.988727","OTU144","EUSF1298","S6T3","S6"
"EUSF1300_ITS1F_B04_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977664","OTU10","EUSF1300","S6T3","S6"
"EUSF1301_ITS1F_C04_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF1301","S6T3","S6"
"EUSF1302_ITS1F_D04_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF1302","S6T3","S6"
"EUSF1304_ITS1F_F04_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF1304","S6T3","S6"
"EUSF1305_ITS1F_G04_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999902","OTU185","EUSF1305","S6T3","S6"
"EUSF1306_ITS1F_H04_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.984336","OTU18","EUSF1306","S6T3","S6"
"EUSF1307_ITS1F_A05_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF1307","S6T3","S6"
"EUSF1309_ITS1F_C05_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF1309","S6T3","S6"
"EUSF1310_ITS1F_D05_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF1310","S6T3","S6"
"EUSF1312_ITS1F_F05_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.982573","OTU59","EUSF1312","S6T3","S6"
"EUSF1313_ITS1F_G05_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF1313","S6T3","S6"
"EUSF1314_ITS1F_H05_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.98454","OTU1","EUSF1314","S6T3","S6"
"EUSF1315_ITS1F_A06_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977664","OTU10","EUSF1315","S6T3","S6"
"EUSF1318_ITS1F_D06_mixed_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pezizaceae","Pezizaceae","Peziza_lobulata","0.333526, 0.333328, 0.333146","OTU153","EUSF1318","S6T3","S6"
"EUSF1319_ITS1F_E06_mixed_cleaned.ab1","Sordariomycetes","Sordariomycetes","Hypocreales","Hypocreales","unclassified","unclassified","Sarocladium_strictum","1","OTU7","EUSF1319","S6T3","S6"
"EUSF1320_ITS1F_F06_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF1320","S6T3","S6"
"EUSF1323_ITS1F_A07_mixed_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pezizaceae","Pezizaceae","Peziza_praetervisa,Peziza_proteana,Peziza_lobulata","0.988736","OTU191","EUSF1323","S6T3","S6"
"EUSF1324_ITS1F_B07_mixed_cleaned.ab1","Sordariomycetes","Sordariomycetes","Hypocreales","Hypocreales","unclassified","unclassified","Sarocladium_strictum","1","OTU7","EUSF1324","S6T3","S6"
"EUSF1325_ITS1F_C07_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.988929","OTU250","EUSF1325","S6T3","S6"
"EUSF1326_ITS1F_D07_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977664","OTU10","EUSF1326","S6T3","S6"
"EUSF1328_ITS1F_F07_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF1328","S6T3","S6"
"EUSF1329_ITS1F_G07_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999901","OTU265","EUSF1329","S6T4","S6"
"EUSF1330_ITS1F_H07_mixed_cleaned.ab1","Eurotiomycetes","Eurotiomycetes","Eurotiales","Eurotiales","Aspergillaceae","Aspergillaceae","Penicillium_viridicatum,Penicillium_freii","0.999988","OTU147","EUSF1330","S6T4","S6"
"EUSF1332_ITS1F_B08_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.982573","OTU59","EUSF1332","S6T3","S6"
"EUSF1335_ITS1F_E08_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pezizaceae","Pezizaceae","Peziza_praetervisa,Peziza_proteana,Peziza_lobulata","0.997484","OTU73","EUSF1335","S6T4","S6"
"EUSF1336_ITS1F_F08_cleaned.ab1","Eurotiomycetes","Eurotiomycetes","Eurotiales","Eurotiales","Aspergillaceae","Aspergillaceae","Penicillium_chrysogenum","0.873941, 0.056470, 0.015613, 0.012074","OTU40","EUSF1336","S6T4","S6"
"EUSF1337_ITS1F_G08_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF1337","S6T4","S6"
"EUSF1338_ITS1F_H08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","0.999726","OTU124","EUSF1338","S6T4","S6"
"EUSF1339_ITS1F_A09_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae,Davidiellaceae","Cladosporium_cladosporioides,Cladosporium_allicinum,Cladosporium_sphaerospermum,Davidiellaceae_sp_AN1","0.627608, 0.371776","OTU47","EUSF1339","S6T4","S6"
"EUSF1341_ITS1F_C09_mixed_cleaned.ab1","Eurotiomycetes","Eurotiomycetes","Eurotiales","Eurotiales","Aspergillaceae","Aspergillaceae","Penicillium_viridicatum,Penicillium_freii","0.832143, 0.111882, 0.055975","OTU251","EUSF1341","S6T4","S6"
"EUSF1344_ITS1F_F09_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.982573","OTU59","EUSF1344","S6T4","S6"
"EUSF1345_ITS1F_G09_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF1345","S6T4","S6"
"EUSF1348_ITS1F_B10_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF1348","S6T5","S6"
"EUSF1350_ITS1F_D10_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF1350","S6T5","S6"
"EUSF1351_ITS1F_E10_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.468449, 0.290912, 0.219192","OTU240","EUSF1351","S6T5","S6"
"EUSF1354_ITS1F_H10_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF1354","S6T5","S6"
"EUSF1355_ITS1F_A11_mixed_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU184","EUSF1355","S2T1","S2"
"EUSF1356_ITS1F_B11_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF1356","S5T2","S5"
"EUSF1361_ITS1F_G11_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF1361","S6T3","S6"
"EUSF1364_ITS1F_B12_mixed_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU39","EUSF1364","S4T2","S4"
"EUSF1370_ITS1F_A01_mixed_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU136","EUSF1370","S5T4","S5"
"EUSF1371_ITS1F_B01_mixed_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU182","EUSF1371","S5T4","S5"
"EUSF1374_ITS1F_E01_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU97","EUSF1374","S4T2","S4"
"EUSF1376_ITS1F_G01_mixed_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU39","EUSF1376","S5T4","S5"
"EUSF1377_ITS1F_H01_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF1377","S5T4","S5"
"EUSF1378_ITS1F_A02_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF1378","S5T4","S5"
"EUSF1380_ITS1F_C02_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_decumbens","0.200038, 0.200030, 0.200001, 0.199981, 0.199950","OTU225","EUSF1380","S4T2","S4"
"EUSF1382_ITS1F_E02_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Pleosporaceae","Pleosporaceae","Pleospora_herbarum","0.999115","OTU253","EUSF1382","S5T4","S5"
"EUSF1383_ITS1F_A08_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF1383","S5T4","S5"
"EUSF1387_ITS1F_B03_mixed_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385","OTU31","EUSF1387","S1T1","S1"
"EUSF1394_ITS1F_A04_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999901","OTU265","EUSF1394","S1T2","S1"
"EUSF1395_ITS1F_B04_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF1395","S1T2","S1"
"EUSF1396_ITS1F_C04_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Pleosporaceae","Pleosporaceae","Pleospora_herbarum","0.990633","OTU38","EUSF1396","S1T2","S1"
"EUSF1400_ITS1F_G04_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF1400","S1T3","S1"
"EUSF1402_ITS1F_A05_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999901","OTU265","EUSF1402","S1T3","S1"
"EUSF1408_ITS1F_G05_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Pleosporaceae","Pleosporaceae","Alternaria_sp","0.268629, 0.183036, 0.182885, 0.182760, 0.182691","OTU197","EUSF1408","S2T1","S2"
"EUSF1409_ITS1F_H05_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF1409","S2T1","S2"
"EUSF1416_ITS1F_G06_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Apiosporaceae","Apiosporaceae","Apiospora_setosa,Apiospora_bambusae,Apiospora_tintinnabula,Arthrinium_sacchari,Arthrinium_arundinis","0.970542","OTU205","EUSF1416","S2T3","S2"
"EUSF1419_ITS1F_B07_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pezizaceae","Pezizaceae","Peziza_praetervisa,Peziza_lobulata","0.995639","OTU131","EUSF1419","S2T3","S2"
"EUSF1420_ITS1F_C07_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Sporormiaceae","Sporormiaceae","Westerdykella_cylindrica,Preussia_minima","0.197718, 0.145781, 0.110831, 0.108753, 0.106375, 0.077006, 0.074398, 0.072977, 0.053188, 0.041031","OTU9","EUSF1420","S2T4","S2"
"EUSF1421_ITS1F_D07_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999901","OTU265","EUSF1421","S2T4","S2"
"EUSF1425_ITS1F_H07_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Pleosporaceae","Pleosporaceae","Pleospora_herbarum","0.999451","OTU12","EUSF1425","S2T5","S2"
"EUSF1429_ITS1F_D08_mixed_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pezizaceae","Pezizaceae","Peziza_praetervisa,Peziza_lobulata","0.996219","OTU120","EUSF1429","S2T5","S2"
"EUSF1430_ITS1F_E08_mixed_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pyronemataceae","Pyronemataceae","Geopyxis_carbonaria","0.884610, 0.045013, 0.035204","OTU104","EUSF1430","S2T5","S2"
"EUSF1432_ITS1F_G08_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pyronemataceae","Pyronemataceae","Geopyxis_carbonaria","0.884610, 0.045013, 0.035204","OTU104","EUSF1432","S2T5","S2"
"EUSF1433_ITS1F_H08_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.430282, 0.357625, 0.203987","OTU16","EUSF1433","S2T5","S2"
"EUSF1434_ITS1F_A09_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU5","EUSF1434","S3T1","S3"
"EUSF1437_ITS1F_D09_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF1437","S3T1","S3"
"EUSF1440_ITS1F_G09_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pyronemataceae","Pyronemataceae","Geopyxis_carbonaria","1","OTU194","EUSF1440","S3T1","S3"
"EUSF1441_ITS1F_H09_mixed_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pyronemataceae","Pyronemataceae","Geopyxis_carbonaria","0.884610, 0.045013, 0.035204","OTU104","EUSF1441","S3T1","S3"
"EUSF1448_ITS1F_G10_mixed_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU237","EUSF1448","S3T3","S3"
"EUSF1449_ITS1F_H10_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF1449","S3T3","S3"
"EUSF1450_ITS1F_A11_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pyronemataceae","Pyronemataceae","Tricharina_praecox","1","OTU66","EUSF1450","S3T4","S3"
"EUSF1451_ITS1F_B11_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU182","EUSF1451","S3T4","S3"
"EUSF1452_ITS1F_C11_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla","1","OTU198","EUSF1452","S3T5","S3"
"EUSF1456_ITS1F_G11_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Didymellaceae","Didymellaceae","Phoma_herbarum,Ascochyta_rabiei,Ascochyta_pisi","0.958126","OTU177","EUSF1456","S3T5","S3"
"EUSF1459_ITS1F_B12_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF1459","S3T5","S3"
"EUSF1464_ITS1F_G12_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla","1","OTU150","EUSF1464","S3T5","S3"
"EUSF1466_ITS1F_B01_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Pseudocercospora_fijiensis,Cercospora_beticola","0.504142, 0.318083, 0.160329","OTU54","EUSF1466","S3T5","S3"
"EUSF1468_ITS1F_D01_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_ligniaria","0.998077","OTU204","EUSF1468","S4T1","S4"
"EUSF1469_ITS1F_E01_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_ligniaria","0.998076","OTU210","EUSF1469","S4T1","S4"
"EUSF1470_ITS1F_F01_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU182","EUSF1470","S4T1","S4"
"EUSF1471_ITS1F_G01_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pezizaceae","Pezizaceae","Peziza_praetervisa,Peziza_proteana,Peziza_lobulata","0.997457","OTU243","EUSF1471","S4T1","S4"
"EUSF1472_ITS1F_H01_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Sporormiaceae","Sporormiaceae","Westerdykella_cylindrica,Preussia_minima","0.198046, 0.145861, 0.111028, 0.108654, 0.106554, 0.076839, 0.074317, 0.072795, 0.053130, 0.040882","OTU74","EUSF1472","S4T2","S4"
"EUSF1517_ITS1F_A02_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF1517","S4T3","S4"
"EUSF1518_ITS1F_B02_cleaned.ab1","Dothideomycetes","Dothideomycetes","unclassified","unclassified,Capnodiales","unclassified","unclassified,Neodevriesiaceae","Tripospermum_myrti,Dothideomycetes_sp_TRN152,Dothideomycetes_sp_TRN153,Dothideomycetes_sp_TRN142,Neodevriesia_strelitziae","0.260204, 0.167477, 0.163028, 0.163018, 0.163016, 0.027944, 0.025637","OTU149","EUSF1518","S4T3","S4"
"EUSF1520_ITS1F_D02_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF1520","S4T3","S4"
"EUSF1521_ITS1F_E02_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Pleosporaceae","Pleosporaceae","Pleospora_herbarum","0.990633","OTU38","EUSF1521","S4T3","S4"
"EUSF1522_ITS1F_F02_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Pleosporaceae","Pleosporaceae","Pleospora_herbarum","0.913658, 0.045848","OTU107","EUSF1522","S4T3","S4"
"EUSF1523_ITS1F_G02_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF1523","S4T3","S4"
"EUSF1524_ITS1F_H02_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea","0.584094, 0.216533, 0.196873","OTU215","EUSF1524","S4T3","S4"
"EUSF1525_ITS1F_A03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea","0.584079, 0.216540, 0.196881","OTU19","EUSF1525","S4T4","S4"
"EUSF1526_ITS1F_B03_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pyronemataceae","Pyronemataceae","Tricharina_praecox","1","OTU199","EUSF1526","S4T4","S4"
