strain,reference mean,reference standard dev.,user selected cutoff,score (minimum distance to any reference)
EUSF01926,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006459
EUSF01159,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012826
EUSF01924,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006419
EUSF01013,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01158,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012826
EUSF01963,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00828,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF00829,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012805
EUSF00980,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006373
EUSF00987,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012805
EUSF00986,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00985,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.019377
EUSF00820,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012805
EUSF00821,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00989,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00823,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF00824,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006377
EUSF00825,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF00827,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00578,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF00579,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF00576,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.032886
EUSF00577,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006459
EUSF00574,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.032886
EUSF00573,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006495
EUSF00571,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF01153,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012826
EUSF01259,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01151,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.033098
EUSF01150,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012826
EUSF01625,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF01624,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF01627,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01626,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF01250,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01251,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01252,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01253,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF01254,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF01255,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF01256,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF00717,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF00714,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00715,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.033098
EUSF00712,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.019377
EUSF00713,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF00710,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00711,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00657,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.01965
EUSF00656,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.032696
EUSF00655,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00653,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.032886
EUSF00917,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00718,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.019441
EUSF00650,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.026142
EUSF00742,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF00654,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.025935
EUSF00918,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012805
EUSF00919,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.025935
EUSF00915,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006377
EUSF00916,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.032696
EUSF00910,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.019377
EUSF00911,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.032696
EUSF00913,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.025935
EUSF00679,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01719,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF00788,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00785,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00784,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.019377
EUSF00787,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF00786,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.019441
EUSF00781,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF01712,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006459
EUSF01434,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006342
EUSF01437,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF01430,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF01432,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF01433,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF01535,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.019377
EUSF01537,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012826
EUSF01024,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.019377
EUSF01023,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01530,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.019319
EUSF01533,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.01964
EUSF01532,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.019319
EUSF01539,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006495
EUSF01538,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012805
EUSF01029,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01028,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.032696
EUSF00886,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF00928,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00969,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF00968,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012826
EUSF01240,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006373
EUSF01356,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012826
EUSF01862,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.097462
EUSF00961,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00960,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.019441
EUSF00963,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.019441
EUSF00962,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012805
EUSF00965,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012805
EUSF00966,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.032623
EUSF01377,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF00589,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.019319
EUSF01096,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF01970,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF01449,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01448,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF01323,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.032886
EUSF01324,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.019451
EUSF01325,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01326,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01328,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01440,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.019478
EUSF01881,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006459
EUSF01880,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006419
EUSF01883,0.06993405025125628,0.13198368641374245,1.3897709143886807,1.95429
EUSF01882,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012993
EUSF01966,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006419
EUSF01967,0.06993405025125628,0.13198368641374245,1.3897709143886807,1.906074
EUSF01964,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF01965,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF01962,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012993
EUSF00581,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01960,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF01961,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012993
EUSF01904,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006419
EUSF00629,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.01965
EUSF01718,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01906,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006419
EUSF01871,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00864,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF00865,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF00866,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF00867,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF00860,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF00861,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF00862,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006377
EUSF00863,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF00868,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00869,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF01716,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006377
EUSF00560,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01711,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006459
EUSF01681,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01592,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012826
EUSF01713,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006377
EUSF01176,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006459
EUSF00782,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012805
EUSF01814,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006459
EUSF01214,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012826
EUSF01215,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.033098
EUSF01217,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.019377
EUSF01210,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012805
EUSF01211,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012869
EUSF01212,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012805
EUSF01213,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.032696
EUSF00613,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006377
EUSF00612,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012826
EUSF00611,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00617,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012805
EUSF01219,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012805
EUSF00615,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012805
EUSF00591,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012826
EUSF00592,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF00593,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF00594,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF00595,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF00597,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF00599,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF00670,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00811,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012826
EUSF00810,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF00812,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF00815,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00814,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF00817,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00816,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012805
EUSF00819,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00818,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012826
EUSF01245,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01108,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012826
EUSF01109,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012826
EUSF01061,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01060,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.032696
EUSF01067,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.033098
EUSF01066,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012826
EUSF01065,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012805
EUSF01064,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.033098
EUSF01100,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF01101,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01102,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012826
EUSF01068,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012826
EUSF01104,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF01106,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012826
EUSF01107,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012826
EUSF01261,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01260,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01263,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01262,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00832,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF00769,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00768,0.06993405025125628,0.13198368641374245,1.3897709143886807,1e-06
EUSF00767,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012805
EUSF00766,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012805
EUSF00765,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF00764,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF00763,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF00762,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF00761,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.013067
EUSF01027,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.032696
EUSF01248,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006386
EUSF01338,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.006376
EUSF01409,0.06993405025125628,0.13198368641374245,1.3897709143886807,0.012826
