Query sequence,Most common phylum-level assignment,Phylum-level assignment,Most common order-level assignment,Order-level assignment,Taxon assignment,otu,otu_references,strain_name,Phylum,Order,Genusspecies,AFTOL-ID,Strain_voucher,x18S,x28S,RPB1,RPB2,EF1A,nucITS,PreviousName
EUSF01596,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU959,,49_Lachnum_virgineum,Ascomycota,Helotiales, Lachnum virgineum ,49, OSC 100002, AY544688, AY544646, --, DQ470877, DQ497602, DQ491485,
EUSF01597,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU872,,59_Botrytis_cinerea,Ascomycota,Helotiales, Botrytis_cinerea,59, OSC 100012, AY544695, AY544651, DQ471116, DQ247786, DQ471045, DQ491491,Botryotinia fuckeliana
EUSF01599,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU958,,49_Lachnum_virgineum,Ascomycota,Helotiales, Lachnum virgineum ,49, OSC 100002, AY544688, AY544646, --, DQ470877, DQ497602, DQ491485,
EUSF01600,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU814,,59_Botrytis_cinerea,Ascomycota,Helotiales, Botrytis_cinerea,59, OSC 100012, AY544695, AY544651, DQ471116, DQ247786, DQ471045, DQ491491,Botryotinia fuckeliana
EUSF01602,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU370,,940_Pleospora_herbarum,Ascomycota,Pleosporales, Pleospora herbarum ,940, CBS 191.86, DQ247812, DQ247804, DQ471163, DQ247794, DQ471090, DQ491516,
EUSF01603,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU571,,1007_Acarospora_laqueata,Ascomycota,Acarosporales,Acarospora laqueata ,1007, VR 6-VII-98/14 , AY640984, AY640943, DQ782860, AY641024, --, DQ842014,
EUSF01604,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU813,,59_Botrytis_cinerea,Ascomycota,Helotiales, Botrytis_cinerea,59, OSC 100012, AY544695, AY544651, DQ471116, DQ247786, DQ471045, DQ491491,Botryotinia fuckeliana
EUSF01605,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU745,,59_Botrytis_cinerea,Ascomycota,Helotiales, Botrytis_cinerea,59, OSC 100012, AY544695, AY544651, DQ471116, DQ247786, DQ471045, DQ491491,Botryotinia fuckeliana
EUSF01608,Ascomycota,Ascomycota,Pezizales,Pezizales,65_Aleuria_aurantia,OTU414,,65_Aleuria_aurantia,Ascomycota,Pezizales, Aleuria aurantia ,65, OSC 100018, AY544698, AY544654, DQ471120, DQ247785, DQ466085, DQ491495,
EUSF01611,Ascomycota,Ascomycota,Pezizales,Pezizales,"71_Peziza_proteana_f_sparassoides,507_Peziza_vesiculosa",OTU53,,71_Peziza_proteana_f_sparassoides,Ascomycota,Pezizales, Peziza proteana f. sparassoides ,71, OSC 100024, AY544703, AY544659, DQ518184, --, --, DQ491497,
EUSF01613,Ascomycota,Ascomycota,Helotiales,"Helotiales,Rhytismatales","147_Coccomyces_dentatus,744_Potebniamyces_pyri,166_Cudoniella_clavus,1_Leotia_lubrica,49_Lachnum_virgineum,941_Dermea_acerina,151_Chlorociboria_aeruginosa,76_Mollisia_cinerea,279_Monilinia_fructicola,59_Botrytis_cinerea",OTU723,OTU685,147_Coccomyces_dentatus,Ascomycota,Rhytismatales, Coccomyces dentatus ,147, OSC 100021, AY544701, AY544657, --, DQ247789, DQ497605, DQ491499,
EUSF01614,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU353,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF01615,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU924,,59_Botrytis_cinerea,Ascomycota,Helotiales, Botrytis_cinerea,59, OSC 100012, AY544695, AY544651, DQ471116, DQ247786, DQ471045, DQ491491,Botryotinia fuckeliana
EUSF01616,Ascomycota,Ascomycota,Pezizales,Pezizales,"71_Peziza_proteana_f_sparassoides,507_Peziza_vesiculosa",OTU48,"OTU49,OTU58,OTU54,OTU55,OTU53,OTU52,OTU51,OTU67,71_Peziza_proteana_f_sparassoides,507_Peziza_vesiculosa",71_Peziza_proteana_f_sparassoides,Ascomycota,Pezizales, Peziza proteana f. sparassoides ,71, OSC 100024, AY544703, AY544659, DQ518184, --, --, DQ491497,
EUSF01617,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU428,,940_Pleospora_herbarum,Ascomycota,Pleosporales, Pleospora herbarum ,940, CBS 191.86, DQ247812, DQ247804, DQ471163, DQ247794, DQ471090, DQ491516,
EUSF01618,Ascomycota,Ascomycota,Sordariomycetes incertae sedis,Sordariomycetes incertae sedis,1081_Magnaporthe_grisea,OTU489,,1081_Magnaporthe_grisea,Ascomycota,Sordariomycetes incertae sedis, Magnaporthe grisea ,1081, GenBank, AB026819, AB026819, XM_362207 , XM_362269 , AY849694, AB026819,
EUSF01619,Ascomycota,Ascomycota,Sordariomycetes incertae sedis,Sordariomycetes incertae sedis,1081_Magnaporthe_grisea,OTU214,,1081_Magnaporthe_grisea,Ascomycota,Sordariomycetes incertae sedis, Magnaporthe grisea ,1081, GenBank, AB026819, AB026819, XM_362207 , XM_362269 , AY849694, AB026819,
EUSF01620,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU722,,59_Botrytis_cinerea,Ascomycota,Helotiales, Botrytis_cinerea,59, OSC 100012, AY544695, AY544651, DQ471116, DQ247786, DQ471045, DQ491491,Botryotinia fuckeliana
EUSF01621,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU313,,51_Xylaria_hypoxylon,Ascomycota,Xylariales, Xylaria hypoxylon ,51, OSC 100004, AY544692, AY544648, DQ471114, DQ470878, DQ471042, DQ491487,
EUSF01622,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU752,,59_Botrytis_cinerea,Ascomycota,Helotiales, Botrytis_cinerea,59, OSC 100012, AY544695, AY544651, DQ471116, DQ247786, DQ471045, DQ491491,Botryotinia fuckeliana
EUSF01623,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU851,,59_Botrytis_cinerea,Ascomycota,Helotiales, Botrytis_cinerea,59, OSC 100012, AY544695, AY544651, DQ471116, DQ247786, DQ471045, DQ491491,Botryotinia fuckeliana
EUSF01624,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU427,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF01625,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU940,,49_Lachnum_virgineum,Ascomycota,Helotiales, Lachnum virgineum ,49, OSC 100002, AY544688, AY544646, --, DQ470877, DQ497602, DQ491485,
EUSF01626,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU312,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF01627,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU488,,1007_Acarospora_laqueata,Ascomycota,Acarosporales,Acarospora laqueata ,1007, VR 6-VII-98/14 , AY640984, AY640943, DQ782860, AY641024, --, DQ842014,
EUSF01628,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU744,,59_Botrytis_cinerea,Ascomycota,Helotiales, Botrytis_cinerea,59, OSC 100012, AY544695, AY544651, DQ471116, DQ247786, DQ471045, DQ491491,Botryotinia fuckeliana
EUSF01629,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU923,,59_Botrytis_cinerea,Ascomycota,Helotiales, Botrytis_cinerea,59, OSC 100012, AY544695, AY544651, DQ471116, DQ247786, DQ471045, DQ491491,Botryotinia fuckeliana
EUSF01631,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU969,,49_Lachnum_virgineum,Ascomycota,Helotiales, Lachnum virgineum ,49, OSC 100002, AY544688, AY544646, --, DQ470877, DQ497602, DQ491485,
EUSF01632,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU437,,1007_Acarospora_laqueata,Ascomycota,Acarosporales,Acarospora laqueata ,1007, VR 6-VII-98/14 , AY640984, AY640943, DQ782860, AY641024, --, DQ842014,
EUSF01633,Ascomycota,Ascomycota,Pezizales,Pezizales,"71_Peziza_proteana_f_sparassoides,507_Peziza_vesiculosa",OTU58,,71_Peziza_proteana_f_sparassoides,Ascomycota,Pezizales, Peziza proteana f. sparassoides ,71, OSC 100024, AY544703, AY544659, DQ518184, --, --, DQ491497,
EUSF01678,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU676,,940_Pleospora_herbarum,Ascomycota,Pleosporales, Pleospora herbarum ,940, CBS 191.86, DQ247812, DQ247804, DQ471163, DQ247794, DQ471090, DQ491516,
EUSF01679,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU652,,940_Pleospora_herbarum,Ascomycota,Pleosporales, Pleospora herbarum ,940, CBS 191.86, DQ247812, DQ247804, DQ471163, DQ247794, DQ471090, DQ491516,
EUSF01680,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU570,,1007_Acarospora_laqueata,Ascomycota,Acarosporales,Acarospora laqueata ,1007, VR 6-VII-98/14 , AY640984, AY640943, DQ782860, AY641024, --, DQ842014,
EUSF01681,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU487,,1007_Acarospora_laqueata,Ascomycota,Acarosporales,Acarospora laqueata ,1007, VR 6-VII-98/14 , AY640984, AY640943, DQ782860, AY641024, --, DQ842014,
EUSF01684,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU922,,59_Botrytis_cinerea,Ascomycota,Helotiales, Botrytis_cinerea,59, OSC 100012, AY544695, AY544651, DQ471116, DQ247786, DQ471045, DQ491491,Botryotinia fuckeliana
EUSF01685,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU686,,940_Pleospora_herbarum,Ascomycota,Pleosporales, Pleospora herbarum ,940, CBS 191.86, DQ247812, DQ247804, DQ471163, DQ247794, DQ471090, DQ491516,
EUSF01686,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU311,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF01687,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU89,,51_Xylaria_hypoxylon,Ascomycota,Xylariales, Xylaria hypoxylon ,51, OSC 100004, AY544692, AY544648, DQ471114, DQ470878, DQ471042, DQ491487,
EUSF01688,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU451,,1007_Acarospora_laqueata,Ascomycota,Acarosporales,Acarospora laqueata ,1007, VR 6-VII-98/14 , AY640984, AY640943, DQ782860, AY641024, --, DQ842014,
EUSF01689,Ascomycota,Ascomycota,Helotiales,Helotiales,1_Leotia_lubrica,OTU751,,1_Leotia_lubrica,Ascomycota,Helotiales, Leotia lubrica ,1, OSC 100001, AY544687, AY544644, DQ471113, DQ470876, DQ471041, DQ491484,
EUSF01690,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU93,,51_Xylaria_hypoxylon,Ascomycota,Xylariales, Xylaria hypoxylon ,51, OSC 100004, AY544692, AY544648, DQ471114, DQ470878, DQ471042, DQ491487,
EUSF01691,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU436,,1007_Acarospora_laqueata,Ascomycota,Acarosporales,Acarospora laqueata ,1007, VR 6-VII-98/14 , AY640984, AY640943, DQ782860, AY641024, --, DQ842014,
EUSF01692,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU637,,1007_Acarospora_laqueata,Ascomycota,Acarosporales,Acarospora laqueata ,1007, VR 6-VII-98/14 , AY640984, AY640943, DQ782860, AY641024, --, DQ842014,
EUSF01694,Ascomycota,Ascomycota,Dothideales,"Dothideales,Capnodiales","274_Dothidea_sambuci,921_Dothidea_insculpta,939_Capnodium_coffeae",OTU16,,274_Dothidea_sambuci,Ascomycota,Dothideales, Dothidea sambuci ,274, DAOM 231303, AY544722, AY544681, --, DQ522854, DQ497606, DQ491505,
EUSF01695,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU352,,940_Pleospora_herbarum,Ascomycota,Pleosporales, Pleospora herbarum ,940, CBS 191.86, DQ247812, DQ247804, DQ471163, DQ247794, DQ471090, DQ491516,
EUSF01696,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU740,,59_Botrytis_cinerea,Ascomycota,Helotiales, Botrytis_cinerea,59, OSC 100012, AY544695, AY544651, DQ471116, DQ247786, DQ471045, DQ491491,Botryotinia fuckeliana
EUSF01697,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU608,,1079_Aspergillus_fumigatus,Ascomycota,Eurotiales, Aspergillus fumigatus ,1079, GenBank, AB008401, AY660917, XM_747744 , XM_741647 , XM_745295 , AY373851,
EUSF01698,Ascomycota,Ascomycota,Sordariales,Sordariales,216_Sordaria_fimicola,OTU542,,216_Sordaria_fimicola,Ascomycota,Sordariales, Sordaria fimicola ,216,,  AY545724, AY545728, --, --, DQ518175, DQ518178,
EUSF01699,Ascomycota,Ascomycota,Helotiales,"Helotiales,Rhytismatales","147_Coccomyces_dentatus,744_Potebniamyces_pyri,166_Cudoniella_clavus,1_Leotia_lubrica,49_Lachnum_virgineum,941_Dermea_acerina,151_Chlorociboria_aeruginosa,76_Mollisia_cinerea,279_Monilinia_fructicola,59_Botrytis_cinerea",OTU685,,147_Coccomyces_dentatus,Ascomycota,Rhytismatales, Coccomyces dentatus ,147, OSC 100021, AY544701, AY544657, --, DQ247789, DQ497605, DQ491499,
EUSF01700,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU413,,1079_Aspergillus_fumigatus,Ascomycota,Eurotiales, Aspergillus fumigatus ,1079, GenBank, AB008401, AY660917, XM_747744 , XM_741647 , XM_745295 , AY373851,
EUSF01701,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU205,,51_Xylaria_hypoxylon,Ascomycota,Xylariales, Xylaria hypoxylon ,51, OSC 100004, AY544692, AY544648, DQ471114, DQ470878, DQ471042, DQ491487,
EUSF01702,Ascomycota,Ascomycota,Pezizales,Pezizales,507_Peziza_vesiculosa,OTU81,,507_Peziza_vesiculosa,Ascomycota,Pezizales, Peziza vesiculosa ,507, TL-6398, DQ470995, DQ470948, --, DQ470898, DQ471066, DQ491509,
EUSF01703,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU143,,51_Xylaria_hypoxylon,Ascomycota,Xylariales, Xylaria hypoxylon ,51, OSC 100004, AY544692, AY544648, DQ471114, DQ470878, DQ471042, DQ491487,
EUSF01704,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU719,,59_Botrytis_cinerea,Ascomycota,Helotiales, Botrytis_cinerea,59, OSC 100012, AY544695, AY544651, DQ471116, DQ247786, DQ471045, DQ491491,Botryotinia fuckeliana
EUSF01705,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU369,,1007_Acarospora_laqueata,Ascomycota,Acarosporales,Acarospora laqueata ,1007, VR 6-VII-98/14 , AY640984, AY640943, DQ782860, AY641024, --, DQ842014,
EUSF01706,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU871,,49_Lachnum_virgineum,Ascomycota,Helotiales, Lachnum virgineum ,49, OSC 100002, AY544688, AY544646, --, DQ470877, DQ497602, DQ491485,
EUSF01707,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU286,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF01708,Ascomycota,Ascomycota,Sordariomycetes incertae sedis,Sordariomycetes incertae sedis,1081_Magnaporthe_grisea,OTU285,OTU260,1081_Magnaporthe_grisea,Ascomycota,Sordariomycetes incertae sedis, Magnaporthe grisea ,1081, GenBank, AB026819, AB026819, XM_362207 , XM_362269 , AY849694, AB026819,
EUSF01711,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU389,,1079_Aspergillus_fumigatus,Ascomycota,Eurotiales, Aspergillus fumigatus ,1079, GenBank, AB008401, AY660917, XM_747744 , XM_741647 , XM_745295 , AY373851,
EUSF01712,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU450,,1079_Aspergillus_fumigatus,Ascomycota,Eurotiales, Aspergillus fumigatus ,1079, GenBank, AB008401, AY660917, XM_747744 , XM_741647 , XM_745295 , AY373851,
EUSF01713,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU939,OTU987,49_Lachnum_virgineum,Ascomycota,Helotiales, Lachnum virgineum ,49, OSC 100002, AY544688, AY544646, --, DQ470877, DQ497602, DQ491485,
EUSF01714,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU142,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF01715,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU412,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF01716,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU870,,49_Lachnum_virgineum,Ascomycota,Helotiales, Lachnum virgineum ,49, OSC 100002, AY544688, AY544646, --, DQ470877, DQ497602, DQ491485,
EUSF01717,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU388,,1007_Acarospora_laqueata,Ascomycota,Acarosporales,Acarospora laqueata ,1007, VR 6-VII-98/14 , AY640984, AY640943, DQ782860, AY641024, --, DQ842014,
EUSF01718,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU368,,1007_Acarospora_laqueata,Ascomycota,Acarosporales,Acarospora laqueata ,1007, VR 6-VII-98/14 , AY640984, AY640943, DQ782860, AY641024, --, DQ842014,
EUSF01719,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU569,,1007_Acarospora_laqueata,Ascomycota,Acarosporales,Acarospora laqueata ,1007, VR 6-VII-98/14 , AY640984, AY640943, DQ782860, AY641024, --, DQ842014,
EUSF01720,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU387,,1007_Acarospora_laqueata,Ascomycota,Acarosporales,Acarospora laqueata ,1007, VR 6-VII-98/14 , AY640984, AY640943, DQ782860, AY641024, --, DQ842014,
EUSF01721,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU386,,1079_Aspergillus_fumigatus,Ascomycota,Eurotiales, Aspergillus fumigatus ,1079, GenBank, AB008401, AY660917, XM_747744 , XM_741647 , XM_745295 , AY373851,
EUSF01814,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU694,,1079_Aspergillus_fumigatus,Ascomycota,Eurotiales, Aspergillus fumigatus ,1079, GenBank, AB008401, AY660917, XM_747744 , XM_741647 , XM_745295 , AY373851,
EUSF01852,Ascomycota,Ascomycota,Capnodiales,Capnodiales,939_Capnodium_coffeae,OTU1002,,939_Capnodium_coffeae,Ascomycota,Capnodiales, Capnodium coffeae ,939, CBS 147.52, DQ247808, DQ247800, DQ471162, DQ247788, DQ471089, DQ491515,
EUSF01853,Ascomycota,Ascomycota,Lecanorales,Lecanorales,84_Physcia_aipolia,OTU684,,84_Physcia_aipolia,Ascomycota,Lecanorales, Physcia aipolia ,84,  DQ782876, DQ782904, DQ782820, DQ782862, DQ782892, DQ782836,,
EUSF01854,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU351,"OTU347,OTU348,OTU350,OTU280,OTU284,OTU283,OTU332,OTU328,OTU329,OTU249,OTU250,OTU309,OTU310,OTU252,OTU251,54_Bipolaris_maydis,940_Pleospora_herbarum,OTU540,OTU327,OTU541,OTU330,OTU976,OTU385,OTU1003,OTU73,OTU109,OTU139,OTU141,OTU213",940_Pleospora_herbarum,Ascomycota,Pleosporales, Pleospora herbarum ,940, CBS 191.86, DQ247812, DQ247804, DQ471163, DQ247794, DQ471090, DQ491516,
EUSF01855,Ascomycota,Ascomycota,Lecanorales,Lecanorales,84_Physcia_aipolia,OTU675,"OTU668,OTU670,OTU703,OTU704,OTU692,OTU687,OTU706,OTU702,OTU635,OTU636,OTU661,OTU868,OTU850,OTU999,OTU660,OTU684,OTU669,OTU98,OTU869,OTU974,OTU1008,84_Physcia_aipolia,659_Rhinocladiella_anceps,56_Geoglossum_nigritum",84_Physcia_aipolia,Ascomycota,Lecanorales, Physcia aipolia ,84,  DQ782876, DQ782904, DQ782820, DQ782862, DQ782892, DQ782836,,
EUSF01856,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU332,,940_Pleospora_herbarum,Ascomycota,Pleosporales, Pleospora herbarum ,940, CBS 191.86, DQ247812, DQ247804, DQ471163, DQ247794, DQ471090, DQ491516,
EUSF01857,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU284,,940_Pleospora_herbarum,Ascomycota,Pleosporales, Pleospora herbarum ,940, CBS 191.86, DQ247812, DQ247804, DQ471163, DQ247794, DQ471090, DQ491516,
EUSF01858,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU252,,940_Pleospora_herbarum,Ascomycota,Pleosporales, Pleospora herbarum ,940, CBS 191.86, DQ247812, DQ247804, DQ471163, DQ247794, DQ471090, DQ491516,
EUSF01859,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU73,,940_Pleospora_herbarum,Ascomycota,Pleosporales, Pleospora herbarum ,940, CBS 191.86, DQ247812, DQ247804, DQ471163, DQ247794, DQ471090, DQ491516,
EUSF01860,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU693,,1079_Aspergillus_fumigatus,Ascomycota,Eurotiales, Aspergillus fumigatus ,1079, GenBank, AB008401, AY660917, XM_747744 , XM_741647 , XM_745295 , AY373851,
EUSF01861,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU1001,,1079_Aspergillus_fumigatus,Ascomycota,Eurotiales, Aspergillus fumigatus ,1079, GenBank, AB008401, AY660917, XM_747744 , XM_741647 , XM_745295 , AY373851,
EUSF01862,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU78,,1079_Aspergillus_fumigatus,Ascomycota,Eurotiales, Aspergillus fumigatus ,1079, GenBank, AB008401, AY660917, XM_747744 , XM_741647 , XM_745295 , AY373851,
EUSF01863,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU674,,1079_Aspergillus_fumigatus,Ascomycota,Eurotiales, Aspergillus fumigatus ,1079, GenBank, AB008401, AY660917, XM_747744 , XM_741647 , XM_745295 , AY373851,
EUSF01864,Ascomycota,Ascomycota,Lecanorales,Lecanorales,84_Physcia_aipolia,OTU661,,84_Physcia_aipolia,Ascomycota,Lecanorales, Physcia aipolia ,84,  DQ782876, DQ782904, DQ782820, DQ782862, DQ782892, DQ782836,,
EUSF01865,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU607,OTU413,1079_Aspergillus_fumigatus,Ascomycota,Eurotiales, Aspergillus fumigatus ,1079, GenBank, AB008401, AY660917, XM_747744 , XM_741647 , XM_745295 , AY373851,
EUSF01867,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU251,,940_Pleospora_herbarum,Ascomycota,Pleosporales, Pleospora herbarum ,940, CBS 191.86, DQ247812, DQ247804, DQ471163, DQ247794, DQ471090, DQ491516,
EUSF01868,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU310,,940_Pleospora_herbarum,Ascomycota,Pleosporales, Pleospora herbarum ,940, CBS 191.86, DQ247812, DQ247804, DQ471163, DQ247794, DQ471090, DQ491516,
EUSF01869,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU541,,940_Pleospora_herbarum,Ascomycota,Pleosporales, Pleospora herbarum ,940, CBS 191.86, DQ247812, DQ247804, DQ471163, DQ247794, DQ471090, DQ491516,
EUSF01870,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU250,,940_Pleospora_herbarum,Ascomycota,Pleosporales, Pleospora herbarum ,940, CBS 191.86, DQ247812, DQ247804, DQ471163, DQ247794, DQ471090, DQ491516,
EUSF01871,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU139,,940_Pleospora_herbarum,Ascomycota,Pleosporales, Pleospora herbarum ,940, CBS 191.86, DQ247812, DQ247804, DQ471163, DQ247794, DQ471090, DQ491516,
EUSF01872,Ascomycota,Ascomycota,Pleosporales,Pleosporales,940_Pleospora_herbarum,OTU283,,940_Pleospora_herbarum,Ascomycota,Pleosporales, Pleospora herbarum ,940, CBS 191.86, DQ247812, DQ247804, DQ471163, DQ247794, DQ471090, DQ491516,
